member,curve_index,phase_rad,x,y,z,xdot,ydot,zdot,jacobi,target_vertical_amplitude_nd,target_vertical_amplitude_km,max_abs_z_km,rotation_angle_rad,mapping_time_days,map_residual_norm,amplitude_residual,phase_residual,curve_jacobi_span
0,0,0,0.7958592342252544,-2.906418033395976e-05,-2.757136040227975e-08,-3.693863997670303e-05,0.531610436228823,-0.001573307162424797,2.922496961073732,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,1,0.2991993003418851,0.7958598249314994,-2.651208964934366e-05,0.0002947116622596441,-3.551849494142834e-05,0.5316099150892256,-0.001503399222880752,2.922496961073724,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,2,0.5983986006837702,0.7958613928304107,-2.484601221188988e-05,0.0005632758667039326,-3.459140753292288e-05,0.5316085309250428,-0.00129990122915561,2.922496961073725,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,3,0.8975979010256552,0.7958633931071797,-2.464507608779487e-05,0.0007818047540185566,-3.447972136603795e-05,0.5316067646759367,-0.0009809035972248503,2.922496961073718,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,4,1.19679720136754,0.7958651306308548,-2.597968738674435e-05,0.000930873189214071,-3.522296359231126e-05,0.5316052301393436,-0.0005747576653097874,2.922496961073732,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,5,1.495996501709425,0.7958660015149622,-2.838632989179235e-05,0.000997223135557543,-3.656320113064028e-05,0.5316044606796986,-0.0001175512849375094,2.922496961073733,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,6,1.79519580205131,0.7958657030552421,-3.102827897006944e-05,0.0009749512167657749,-3.803422288305574e-05,0.5316047237725821,0.0003500977422448289,2.922496961073734,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,7,2.094395102393196,0.7958643389928267,-3.298684010248663e-05,0.0008660392013136723,-3.912412480322522e-05,0.5316059279607784,0.0007866454710903168,2.922496961073728,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,8,2.393594402735081,0.7958623834369256,-3.358132723942171e-05,0.0006801757969309794,-3.94540891778066e-05,0.5316076546713285,0.001153306609499288,2.922496961073722,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,9,2.692793703076966,0.795860516016201,-3.260566637484417e-05,0.000433887183767099,-3.891009458596293e-05,0.5316093037939842,0.001417497831956573,2.922496961073733,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,10,2.991993003418851,0.7958593856556574,-3.039934859100367e-05,0.0001490600056286255,-3.768172037271492e-05,0.5316103022832617,0.001555735864875204,2.922496961073731,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,11,3.291192303760736,0.7958593851187503,-2.772890660030995e-05,-0.0001490054773441396,-3.619559121666577e-05,0.5316103032261531,0.001555730648463754,2.922496961073735,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,12,3.590391604102621,0.7958605145919279,-2.552179619554759e-05,-0.0004338374905902012,-3.496744849382552e-05,0.531609306295259,0.001417482640208538,2.922496961073723,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,13,3.889590904444506,0.7958623816201571,-2.454482594796995e-05,-0.0006801353518579924,-3.442383699807466e-05,0.5316076578620589,0.001153282778751623,2.922496961073719,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,14,4.188790204786391,0.7958643374149325,-2.513794008312713e-05,-0.0008660116049637429,-3.475420060702643e-05,0.5316059307321577,0.0007866151079787521,2.922496961073731,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,15,4.487989505128276,0.7958657022646629,-2.709554398751036e-05,-0.000974938932262152,-3.584438189575291e-05,0.5316047251611976,0.0003500635446608677,2.922496961073733,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,16,4.787188805470161,0.7958660017865398,-2.973728274812099e-05,-0.0009972272613302895,-3.731546409420679e-05,0.5316044602026821,-0.0001175862675468021,2.922496961073736,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,17,5.086388105812047,0.7958651318701651,-3.214453649632926e-05,-0.0009308933562080635,-3.865552425857897e-05,0.5316052279625927,-0.0005747903110797077,2.922496961073728,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,18,5.385587406153931,0.7958633948834497,-3.34803670997589e-05,-0.000781839160339076,-3.939841144847802e-05,0.5316067615562403,-0.0009809309994195648,2.922496961073727,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,19,5.684786706495816,0.7958613945262589,-3.328083429796895e-05,-0.0005633214452293395,-3.928631559865012e-05,0.5316085279467659,-0.001299920958980697,2.922496961073726,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
0,20,5.983986006837702,0.7958598259576782,-3.16158571547847e-05,-0.0002947643606746291,-3.835890719349223e-05,0.5316099132871109,-0.001503409540769657,2.922496961073734,0.001,384.4,383.3341592553633,1.431231722670483,14.74932760227518,7.068741303454738e-13,2.602085213965211e-18,-1.190891927892594e-20,1.820765760385257e-14
1,0,0,0.7957959664847756,-0.000744747814089582,-3.497023944516988e-06,-0.00094534051810191,0.531605255802569,-0.007870815533669027,2.922489742377614,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,1,0.2991993003418851,0.7958103873086151,-0.0006815639040567944,0.001468282337457535,-0.000910575970162713,0.5315928139234801,-0.007519850692823101,2.922489742377677,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,2,0.5983986006837702,0.7958493139769707,-0.0006397783277537398,0.00281100988868406,-0.0008876040193163681,0.531558640109524,-0.006499887631404577,2.922489742377828,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,3,0.8975979010256552,0.7958992593944377,-0.0006339850791702129,0.003905745354553499,-0.000884499789952069,0.5315145541673109,-0.004902655406503317,2.922489742377753,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,4,1.19679720136754,0.7959428743951634,-0.0006665564764465015,0.004654244590701482,-0.0009027868298667922,0.5314758651861903,-0.00287096112852423,2.922489742377643,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,5,1.495996501709425,0.7959649660798762,-0.0007263643881406358,0.004988420133713415,-0.0009363442480941005,0.531456066201069,-0.0005853398945393835,2.922489742377637,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,6,1.79519580205131,0.7959578229922805,-0.000792399052938346,0.004877581279105004,-0.0009732317171429062,0.5314620844833992,0.001751984079798025,2.922489742377671,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,7,2.094395102393196,0.7959239390651554,-0.0008413574517133344,0.004331913430892092,-0.001000193338727826,0.5314918149220945,0.003934420730431649,2.922489742377814,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,8,2.393594402735081,0.7958751319454631,-0.0008561968677552632,0.003401318973050981,-0.001007822989804718,0.531534868846308,0.005768559540047442,2.922489742377707,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,9,2.692793703076966,0.7958283818877536,-0.0008320903430908865,0.00216991487993742,-0.000993876374601126,0.5315762562699987,0.007090968595100622,2.92248974237761,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,10,2.991993003418851,0.7957999076091816,-0.0007776814819823278,0.0007474824187012495,-0.0009635310971049314,0.5316016305520487,0.007783051925825599,2.922489742377639,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,11,3.291192303760736,0.7957995657861482,-0.0007117480985178735,-0.0007405618066707978,-0.0009271716571492304,0.5316022279162528,0.007782412870493075,2.922489742377617,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,12,3.590391604102621,0.7958274741078574,-0.0006568435320334649,-0.002163577309732046,-0.0008969863034670282,0.5315778440477532,0.007089088787701136,2.922489742377766,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,13,3.889590904444506,0.7958739717545477,-0.0006319099816326813,-0.003396119694042193,-0.0008832945591735057,0.5315369009666779,0.005765562513490233,2.922489742377814,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,14,4.188790204786391,0.7959229293377261,-0.0006458724978592506,-0.004328336486419335,-0.0008911784391897507,0.5314935860917953,0.003930538143909415,2.922489742377683,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,15,4.487989505128276,0.795957316352531,-0.0006942124849229057,-0.004875979881568683,-0.0009183096402273028,0.5314629740874056,0.001747561095686953,2.922489742377635,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,16,4.787188805470161,0.7959651401718802,-0.0007601109033449512,-0.004988958637109985,-0.0009552334065016088,0.5314557604466368,-0.0005898756096076572,2.922489742377639,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,17,5.086388105812047,0.7959436681226357,-0.0008203147084095431,-0.004656867272418984,-0.0009886842948785284,0.5314744720799055,-0.002875163410173251,2.922489742377745,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,18,5.385587406153931,0.7959003949200897,-0.0008536696228102774,-0.003910187296677528,-0.001006750880054791,0.5315125637398186,-0.004906131515734102,2.9224897423778,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,19,5.684786706495816,0.7958503958350668,-0.0008487677292773305,-0.002816844523468894,-0.001003380021552367,0.5315567466012182,-0.006502347788713743,2.92248974237762,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
1,20,5.983986006837702,0.7958110408907824,-0.0008076730410140691,-0.001474983354743565,-0.0009801895754024961,0.5315916713534851,-0.00752111967079076,2.922489742377636,0.005,1922,1917.755700105078,1.431680354054908,14.74932760227518,5.73720843704566e-12,3.486794186713382e-16,-4.202871605157431e-19,2.180478020363807e-13
2,0,0,0.7956079521250589,-0.003051704446077444,-2.765468585187321e-05,-0.003858694431743296,0.5315539977110212,-0.01576886454112909,2.92246712037774,0.01,3844,3842.306869381476,1.433080827645737,14.74932760227518,6.22275817605777e-14,0,-5.137254825097332e-19,1.971756091734278e-13
2,1,0.2991993003418851,0.7956612785612405,-0.002806789482125355,0.002903756479439554,-0.003728928070782985,0.5315115105903029,-0.01505834342663731,2.922467120377881,0.01,3844,3842.306869381476,1.433080827645737,14.74932760227518,6.22275817605777e-14,0,-5.137254825097332e-19,1.971756091734278e-13
2,2,0.5983986006837702,0.7958135233912252,-0.00263830096905792,0.005588120598319486,-0.003639980290496226,0.5313803526241102,-0.01300264204953515,2.922467120377699,0.01,3844,3842.306869381476,1.433080827645737,14.74932760227518,6.22275817605777e-14,0,-5.137254825097332e-19,1.971756091734278e-13
2,3,0.8975979010256552,0.7960124221189605,-0.002605517215571212,0.007790214681840223,-0.003623802161949984,0.5312051638952555,-0.009793469585314797,2.922467120377881,0.01,3844,3842.306869381476,1.433080827645737,14.74932760227518,6.22275817605777e-14,0,-5.137254825097332e-19,1.971756091734278e-13
2,4,1.19679720136754,0.7961890712422653,-0.002725509382938809,0.009306942670749717,-0.003693066407208691,0.5310464706759549,-0.005723361175980615,2.922467120377735,0.01,3844,3842.306869381476,1.433080827645737,14.74932760227518,6.22275817605777e-14,0,-5.137254825097332e-19,1.971756091734278e-13
2,5,1.495996501709425,0.7962815429797074,-0.002960122035585238,0.009990945709741499,-0.003827912534290984,0.5309601054138481,-0.001154291924817008,2.92246712037782,0.01,3844,3842.306869381476,1.433080827645737,14.74932760227518,6.22275817605777e-14,0,-5.137254825097332e-19,1.971756091734278e-13
2,6,1.79519580205131,0.7962570834846988,-0.003224318883008942,0.009773179174044582,-0.003977166352131212,0.5309769452584814,0.003514387341134308,2.922467120377818,0.01,3844,3842.306869381476,1.433080827645737,14.74932760227518,6.22275817605777e-14,0,-5.137254825097332e-19,1.971756091734278e-13
2,7,2.094395102393196,0.7961243366261948,-0.003420245255388956,0.008675317918566182,-0.00408165114486688,0.531091081488972,0.007876580079668998,2.922467120377732,0.01,3844,3842.306869381476,1.433080827645737,14.74932760227518,6.22275817605777e-14,0,-5.137254825097332e-19,1.971756091734278e-13
2,8,2.393594402735081,0.7959301383879903,-0.003479288093104689,0.006806060227030224,-0.00410434386108868,0.5312619357811206,0.0115493175010869,2.922467120377886,0.01,3844,3842.306869381476,1.433080827645737,14.74932760227518,6.22275817605777e-14,0,-5.137254825097332e-19,1.971756091734278e-13
